Run,T_in,P_in,x_Benzene_in,N_Stages,Feed_Tray,Reflux,B_Draw,Qc_kW,Qr_kW,xD_Benzene,xB_Toluene
64,360.25354802760063,239691.85262265103,0.5434839237399776,17,9,2.5079410284805315,49.82190357237665,4644.249682149364,5676.827952683431,0.9966896033369927,0.9129618694103987
65,362.9888128752567,127150.12154432558,0.4858545947702122,13,5,2.526972180826385,57.47562682227136,3957.5441646057366,5019.341575060609,0.9707648782946664,0.8729149740781424
66,365.7481952770803,129401.75398669568,0.4646568969686616,17,7,2.3667493565117335,62.94934440346239,3436.3344915754933,4508.099758876842,0.9870560727020428,0.8428162328539357
67,360.3091033899047,243747.7821306733,0.4939536367570221,15,13,2.72949225695487,54.91421559693082,4269.991989878069,5311.786631968378,0.880682853848831,0.8235595957390743
68,361.15741492140995,179117.68749224333,0.6302317188425122,23,16,3.9470162130938946,61.289030005340386,3580.3694665339435,4520.648221988993,0.9999551648665846,0.6032905480959285
69,367.82821963592005,200569.4515120379,0.6281493505124502,22,7,3.493720452908338,50.439370730349786,4588.514344936478,5542.8884645474145,0.9952626629489898,0.7325682102772672
70,369.7900884329611,244116.9802542032,0.5827461016844633,15,4,4.24353443661486,51.924631034059125,4471.389168719684,5457.510279436061,0.9737291034568104,0.7792526587359346
71,367.271910429889,185703.08438591805,0.6121379153808357,18,16,4.256224533057418,63.670295293652316,3360.2245782324308,4311.416635778067,0.9998212503481866,0.6090707505123797
72,364.72774512925264,201831.96206025768,0.6299011158582642,22,17,2.3905028930695496,50.42013804585079,4585.619060608021,5539.443158681605,0.9999671349823571,0.7339975733118601
73,369.85825922037185,182398.85115116264,0.6377500545985852,16,14,3.175741762406733,47.91519193922635,4822.951119805224,5773.298875312365,0.9945526895506005,0.7501018146086833
74,363.05646620282886,217834.9771520423,0.6392546600386584,13,6,2.3401314730141176,54.68687564007919,4198.161907967433,5137.575249058422,0.9920550691267183,0.653073044261975
75,360.75608346034363,180044.672833641,0.45818840911310615,16,13,2.9879375256985448,45.872451058162184,5212.054094286108,6282.910147911149,0.7827544557877133,0.9247857762855342
76,360.7533241670454,168239.01653229276,0.4761141165920653,14,12,3.6550486566190017,52.274625240802166,4560.702852491764,5613.387694871841,0.8294573954460659,0.846479117204825
77,366.6860521020168,243550.6052754602,0.635130954997551,18,4,4.095776114437632,58.556468715202854,3851.0997610689465,4787.92929195736,0.9780385069448103,0.6075629807662092
78,368.2095061126146,180623.20057691738,0.6304009157365564,18,11,4.914778564171559,62.78081288900971,3442.84741458849,4381.587122951626,0.9993502300137026,0.5883282298517554
79,367.78900583496034,239991.81283458165,0.462356803548742,17,15,4.2273469827177825,53.22803969124928,4478.079823618543,5539.783280895407,0.8181193912044019,0.850255002666242
80,367.7957398781835,201375.03166979377,0.6475893531961819,20,18,2.6433932504109885,58.063613538791586,3878.6964588187534,4809.391499271949,0.999944610401047,0.6068988768244331
81,363.0271983844903,150061.53105178685,0.647103786700632,21,19,5.11754530915592,54.084698644107746,4246.700272543192,5181.934527792328,0.9999511426400404,0.6524466053094016
82,367.74787089615734,189046.09270212933,0.4999472194667713,19,7,3.295896306358244,45.629680871389745,5112.6556061085885,6180.571833217733,0.9189271902521295,0.9992908704138668
83,361.4166990227737,221238.1691567187,0.6323402119430654,18,8,4.402402249391262,49.439863584459104,4679.060220625422,5631.9303477416925,0.9972320267933813,0.740819796968175
84,365.9470448299254,160271.9376736522,0.5007493230004593,19,8,5.782588038478252,61.98797114428102,3520.484830997543,4562.803692037175,0.9937015660993901,0.8015369842179633
85,369.57737849077904,157640.77835827344,0.472634431498527,20,15,2.7242191346619964,58.552132411118336,3834.353192028138,4912.065722791176,0.9989363941685449,0.8999240588968328
86,363.88019922559243,198524.22404309615,0.4723957365342336,24,12,5.080186453582581,62.91520943588285,3430.679687874699,4497.444130926055,0.998995595614519,0.8380036988355695
87,365.9807880983596,186190.191712533,0.45523540244533256,20,12,5.176902163069892,64.06495519421856,3324.5257674421837,4404.3983493331,0.9987073595547058,0.849606598461517
88,365.6773032772084,161397.97659145313,0.4775996461600317,19,15,4.8411072131221715,55.06666977579842,4194.645995341068,5267.405844572716,0.9557509560281816,0.9125625116554862
89,361.82637655934417,236613.36729690566,0.5257953703476484,14,4,4.605241115647902,59.095666160290335,3811.6284228619006,4832.727385425423,0.9646010716073311,0.7779334148801818
90,364.8346000771617,215632.05631228266,0.45970127326507065,23,4,4.442313963983182,52.91903717576904,4395.047974003476,5492.905679254942,0.9558464965728817,0.9817087761350208
91,360.1896316616597,216775.61836979428,0.615295613568943,14,12,3.586883202416107,62.25682615606044,3492.0004140867823,4442.113901657856,0.998448879735643,0.6169908877948153
92,366.8911415951513,188984.25839223817,0.5423640179876732,13,8,3.2738170165370155,54.1850349781821,4245.108186895157,5266.215696897443,0.9915591754366407,0.8374430714564018
93,363.8736885313193,195259.19280199625,0.5578814797019208,14,4,3.27247552470073,61.90053418390865,3547.402691406286,4538.353374015554,0.9685021648120792,0.6948534758520243
94,366.7463244473862,195818.96271989116,0.5854080255842531,18,11,2.735769325671435,56.03043110664367,4067.42875070814,5048.8885872940355,0.999171554729352,0.7392906005190688
95,364.7158880840427,224977.85496726888,0.6276815625984037,14,12,2.8057634732644026,51.48303126117622,4492.276793967555,5445.373967604183,0.9948617501259562,0.718344482165982
96,368.1900333499735,228733.01907568076,0.5554994799416773,17,10,2.65813983120489,54.32773345951624,4225.78591341598,5236.043831243729,0.9982465603823302,0.8167093603733077
97,361.25227635013937,134867.02888542117,0.49474398014481896,20,14,5.512822644664171,45.501626794979146,5150.623018250848,6215.8804897293285,0.8921375007744913,0.981223626334753
98,367.05418097173504,146221.33335822297,0.5264960264855274,18,7,4.166170429512494,61.04878412109471,3609.3810796010875,4630.681452136432,0.9912337678605859,0.7700225750228762
99,360.15128241221726,210133.36743438523,0.604305643827921,17,8,5.3090174959783365,53.694065559372234,4285.8791959300015,5255.0278528099725,0.9966694343732966,0.7340701482189855
100,368.1359947994536,191463.1811133886,0.4821303971743478,20,4,4.047300020791466,55.51260694116327,4150.2843478754885,5218.12190277684,0.9589851114372007,0.9000174476898555
101,367.87490061548584,201627.0525440654,0.6427221062242361,14,12,4.36658591900472,47.82760713087494,4833.468698452764,5779.365567058407,0.9922375613814424,0.7385442529812414
102,369.61705062858545,193044.74536025483,0.6309847857330788,19,14,5.546094489401995,46.724284159347434,4927.612962494017,5886.995053299602,0.9998121533659667,0.7895576021449231
103,366.77700134965954,181363.82692965688,0.6146529455861269,21,7,5.892569837327217,57.087142113188776,3973.5540301219703,4929.397265837213,0.9946606406159078,0.6710018552861045
104,362.11930667295866,143520.40113361602,0.5301276090354559,14,12,2.8914106352071003,60.39249487032593,3683.9419594361743,4700.553939757128,0.9735586154134981,0.7606899155177221
105,360.0514372148994,228024.17923077988,0.46375137699884067,13,6,5.965839528691566,45.038759836526715,5246.278933854212,6328.564887620637,0.8360812168900341,0.9906063767351164
106,365.2933136047371,146109.53918853783,0.5524012643379776,13,11,5.729346593127003,50.90841067779048,4613.0932486268775,5617.467443818579,0.9225078356584153,0.804496929159163
107,362.8178912268928,192833.5461178641,0.5579458865785129,14,12,5.213522263011917,51.72338051247959,4523.291958918726,5524.31611910315,0.93745181632319,0.7962703920562708
108,368.92176775679195,204748.3303294538,0.5609504339587335,20,6,2.6892729977443808,55.025849431224934,4169.757173340747,5171.933613000245,0.9886939432958252,0.7886561817062581
109,364.92987930555773,146461.30074754116,0.5842405073339347,23,16,3.93882013915822,45.62447317724176,5029.216090599481,6034.697776077227,0.9999231050279821,0.9111725608419468
110,365.1969295028818,188663.2947818724,0.5939770586439359,13,7,4.005117801237133,63.75448755433567,3357.072503589122,4320.951735332576,0.993433602753475,0.6331207927611944
111,365.7364505001598,225277.43366008226,0.5211593761473382,24,10,3.405483217849899,46.504366684697096,4975.287370875395,6035.317787474077,0.9739498464203463,0.9997016675180355
112,362.02703300893035,241666.9449832846,0.5590073838492293,15,13,5.624884139672703,55.38960017952908,4152.391891051097,5152.19934829009,0.9699399181328375,0.7719548291693483
113,362.62522656115624,133542.6030971734,0.5229813356477668,22,20,4.660408543343021,54.46680881596433,4283.043257493457,5306.359734983787,0.9172504296573075,0.8066199467800759
114,361.69678259399524,188847.87484267305,0.46953347382481014,14,9,3.729308151815558,45.76727963622949,5171.9208920439305,6247.680691756764,0.8415270044922557,0.9712666193021866
115,367.7347972791449,154678.8717550171,0.45678160470965706,23,12,5.640595884128162,63.91863290076586,3337.964693035617,4416.773518061898,0.9988427135739253,0.8492059449538741
116,362.99211379740467,242708.86088585586,0.6329450562099014,15,11,4.367029711556883,57.18342364206576,3960.7936570307993,4903.144262813405,0.9991446945494202,0.6412500475207888
117,369.74303461565074,135864.96941680167,0.5209321258301591,24,18,4.428502734831005,45.981928395805646,5054.177930578395,6106.6156208034845,0.9444848455624455,0.9766438119535988
118,360.3395267466647,204462.44363621858,0.483269222904722,18,6,5.402903050675956,59.616855066931436,3749.071041688911,4810.470358940266,0.9824569786459437,0.8548695713383582
119,360.9087906409089,186261.57934259664,0.4780724798060894,18,6,4.322515591654579,64.73704877380231,3274.612577298,4329.599836819438,0.9811739934132527,0.7959722051493038
120,365.2715802294012,145578.42753382912,0.6204409607653825,23,18,2.9156741930099797,51.893794808621244,4449.308963266967,5408.589191180141,0.9999797942963764,0.7313963460158637
121,362.041719848383,148402.101325586,0.5635928218720306,12,10,3.0833602354155927,64.32715997352136,3305.0960913167187,4291.345542583716,0.9919346539380897,0.6739455625091602
122,360.185980899905,125729.65254729705,0.6107692143918723,17,7,2.534157568624924,47.87660310053795,4826.20013444381,5799.943135535858,0.9948642303693898,0.8073961454784212
123,360.0210776528587,128955.24842167094,0.4619274227134127,12,10,4.814150501136941,53.981428825577524,4401.518269683086,5463.570812107747,0.8241551240036238,0.8468676873054223
124,361.8397580803189,164276.2104533036,0.592635518812675,13,11,3.6031857182798364,51.90067591983033,4472.103023176959,5450.111668360956,0.9753494155151611,0.7620473330234981
125,369.1972522848857,227604.90390027122,0.6263550081097498,23,17,3.671401915762098,52.34498691521119,4407.585846900744,5361.358709998598,0.9999721535697851,0.7137870189417759
126,366.29013707319314,144490.163328833,0.6238509130163714,23,10,3.2816255026166408,55.640257948648966,4103.728971031911,5054.832453652982,0.998939197613967,0.67519190534348
127,364.96032189308494,217375.14049007412,0.5383709722976805,24,19,3.3680755201278396,51.31204751154941,4503.150742618529,5537.298639192709,0.9999426395991615,0.8995959477030583
128,368.0734519117386,153831.09584739007,0.4633980601634824,20,11,3.3197509754635135,49.3140863335351,4774.356015662521,5866.8698018608475,0.9099639118105637,0.9955904335072013
129,366.20908381716583,160892.30212307663,0.48274470273879333,19,16,2.5507251957925776,60.48967824080638,3670.541374247414,4729.81231734872,0.9792262683630704,0.8415444483331048
130,364.0692254739928,224239.31446376786,0.5877977718748334,17,12,5.725938762180286,47.909949535151036,4818.790101167339,5814.398823980595,0.9990073584339774,0.8592894891911695
131,367.75670112124993,158836.02408505345,0.5141100182717376,22,9,4.955783544225022,55.976563742179536,4074.613299172682,5118.81887652447,0.9966780904691097,0.8654113983035772
132,360.1630749138041,234225.1122247849,0.596148110099917,20,17,5.076046080047155,64.37779023730099,3294.7005032982843,4256.990823324238,0.9999414574827785,0.6272831581709545
133,366.6062947523712,227038.0647522097,0.48185751660786236,14,12,4.64365306377122,52.899268185473744,4489.967572789522,5539.157304571838,0.8438697011783597,0.8404728180814935
134,364.7206948803688,162577.3694236845,0.5969881510242206,18,13,5.732748802772083,64.7430452896034,3261.0907665754294,4222.356645630791,0.9996978199694461,0.6223144241933954
135,363.37430358863116,133736.75093181632,0.6224297796271567,15,12,4.490449658140311,56.917969114932134,3985.363837648967,4936.019372989219,0.9991284922329461,0.6626989033389812
136,365.3625662526759,221932.47123490306,0.5972666440486137,19,4,4.066520513631164,53.96701969665597,4280.293689011361,5251.175524302977,0.9750009471985468,0.7249345046257969
137,367.04970859748164,210514.49989689683,0.5645963266002968,14,7,5.155133223267542,53.55173436682108,4302.928284136674,5305.530728823907,0.9924899518727185,0.8065385582805351
138,360.85454714356075,134067.7143208669,0.6481619696851085,17,5,3.980764736672317,55.95734311948649,4084.2811929986583,5015.113087917482,0.9876762477869951,0.6190614191120977
139,360.8727359825688,193957.70299213752,0.5085949276710605,22,18,4.607945832372467,64.00877292447834,3328.83540628231,4361.442752957049,0.9999352855833066,0.7676788014605963
140,361.9044820171492,131963.3796579861,0.6346794165037006,21,16,4.404479227919824,57.40323596529729,3939.768845663686,4880.6793141796625,0.9999515389831273,0.6363751703661913
141,369.56844976240336,153454.09562235477,0.5489771654372572,24,12,2.18841836538029,60.34122635773361,3668.4637673952784,4673.215120208147,0.9994131682435105,0.7470681845481212
142,367.6691133042227,228728.15034125966,0.5532770959761688,21,13,4.5860151077627265,59.85458641328487,3713.2833569977597,4715.287700025575,0.9996547499228778,0.7461154252556133
143,366.70952109843904,128861.49554251332,0.46558855414978306,21,11,3.1352833408945147,60.29178545574587,3674.009957504696,4753.594519446746,0.9981930140095492,0.8851851374812774
144,362.52334830473853,179061.81979904516,0.45055383357253137,17,4,4.341707007994137,51.215187459914645,4585.055299770872,5688.695595848249,0.9216154359590423,0.9981539249462612
145,367.535685441627,156863.57457201317,0.47314324482898296,15,10,4.171246138611981,54.48279054983649,4241.097083877655,5322.29649393305,0.9650334407513942,0.937802465703267
146,366.06659301608994,247998.59012118433,0.4660631046909891,15,13,4.2157179524233666,53.06682991078397,4490.53322520393,5549.822748081928,0.8221074088788958,0.8488282863312553
147,365.15168818068156,126661.61192779962,0.530292101774579,15,13,3.6074296108170394,56.62105521305635,4057.8167224350636,5076.0869679091675,0.9456147346776775,0.7878979689275505
148,368.0189657919176,173110.34300782115,0.5987410795742796,13,9,4.640667941713104,62.89765104246375,3433.6964210928595,4395.312285794266,0.9971246830386117,0.6362592301307017
149,364.9266814385247,146831.82772431785,0.5050214326198641,14,12,3.4508176768008143,62.38517204013855,3507.7257686064513,4540.545710261941,0.9609501101639819,0.7698784868153993
150,367.3198568557419,222680.71643827035,0.46752950613139926,15,7,2.1858247522054346,57.14457612908799,3976.5984724865407,5060.291571928788,0.984821270419305,0.9204120856201384
151,361.9649100473549,177848.61262381365,0.5271016019607381,17,11,5.373552507677255,50.103941634740266,4618.887529140837,5666.901267315544,0.9959465061269247,0.9397980458368386
152,362.16596991891106,199533.12426240148,0.5891306934873075,14,10,5.292584050942331,51.66242927750231,4473.693547008896,5459.342808737978,0.9969021110224708,0.7923976242741425
153,368.5776883388242,127104.22313315097,0.5362268970411802,15,11,5.6119125992869385,54.49995111051838,4212.188726349612,5239.098532845018,0.9956820509597332,0.8473556849580676
154,368.0238097997072,142295.7401797827,0.48932893630121066,14,12,5.814818943389179,63.06155990000022,3454.0196339511203,4497.2616384271805,0.9475378315023018,0.7790678787397151
155,363.0752127653324,183495.58300806006,0.4716883708900629,20,14,2.709250689473886,45.18598640658313,5222.03771294694,6298.902325916992,0.8474321035228506,0.9841171499377536
156,365.72321116190903,183670.01006674685,0.6103692759913175,14,12,2.4391067065150067,64.2041180923882,3311.7614429876344,4263.608901036338,0.9985538510267532,0.6060562371872892
157,369.0246685182094,222749.82274792713,0.5404610572365717,14,8,4.739738945799372,62.03599800629823,3515.492597903978,4523.842727964286,0.9944201507988629,0.7373470620316824
158,367.07775854691937,138955.14994945857,0.6154571047510655,16,14,3.678567016748234,56.554608740241974,4019.1215440996652,4975.60914898921,0.9989628578449352,0.6791529697356515
159,361.4509596400945,243986.4540613306,0.6244099880054444,15,10,3.7399984079255213,64.0041709858097,3330.107860565602,4272.014065203572,0.9987645730861219,0.586126347794139
160,362.4673538366557,192440.43769962687,0.5963494161790218,24,11,2.6145614332842286,63.5994784598521,3367.2132060907124,4330.0982537448,0.9992217733404924,0.6342305236241597
161,367.3675066907769,223385.32219430443,0.5705797783976563,23,4,4.521404581214515,60.55775497030119,3670.872257946725,4653.705933810615,0.9705453923912495,0.6899242934313915
162,368.84671781029454,153574.06282267673,0.4544882868455212,13,7,4.4944952294767395,55.733060635044396,4130.336114751828,5225.161224076193,0.9582509502407686,0.9456338492932562
163,368.70905029975006,220004.05162497621,0.5814510453150264,20,18,4.465972664307136,57.78412866103528,3904.8233180504403,4886.8506009964885,0.9996179244997433,0.7240528980502938
164,369.9868469865657,224389.78175009717,0.5363147185934434,20,17,4.681933618249466,52.218128399844964,4447.069921677178,5473.736951736575,0.9705103934463418,0.8609933163920748
165,362.27681529823826,138472.6202470942,0.5008104993583241,19,17,4.112261386992653,62.205846544982776,3527.158507624802,4563.341160362338,0.9571826839353667,0.7764656946732694
166,361.0631942850924,131548.88591950745,0.6394164614632631,16,14,2.313899625928099,45.07030093989273,5102.834828203444,6053.482975793218,0.9793932747417107,0.7749323148119348
167,369.4994015363857,210984.65463090478,0.5713507818525876,18,4,4.6578889013038545,45.079767007457725,5107.882167469521,6120.132753584767,0.9738542878734359,0.9190152470433428
168,366.26236935813745,151928.79790127734,0.6412047862710455,20,12,3.3736032612132156,53.65106110357568,4287.074235318419,5227.3074942440335,0.9996647786657672,0.6684673794316397
169,367.8729716553365,196181.20882441947,0.5123318401127699,16,14,2.5734015028578687,62.23811044052881,3514.4115892291065,4542.6504683475805,0.9706423115282211,0.7657400563995245
170,367.31209897097125,140947.12814049638,0.5107750767881005,21,12,2.152381366740837,60.22817517599267,3679.065196043458,4717.0232404421895,0.9992328388354649,0.8117792175983536
